"","Country","Country.Code","year","Region","IncomeGroup","population","rural.population","hiv.cases","san.access","motor.vehicles","gas.price","co2.emission","mobile.users","internet.users"
"6460","Kosovo","KSV",2006,"Europe & Central Asia","Lower middle income",1719536,NA,NA,NA,NA,1.22,NA,NA,NA
"6461","Kosovo","KSV",2007,"Europe & Central Asia","Lower middle income",1733404,NA,NA,NA,NA,NA,NA,NA,NA
"6462","Kosovo","KSV",2008,"Europe & Central Asia","Lower middle income",1747383,NA,NA,NA,138109,1.1,NA,NA,NA
"6463","Kosovo","KSV",2009,"Europe & Central Asia","Lower middle income",1761474,NA,NA,NA,180015,NA,NA,NA,NA
"6464","Kosovo","KSV",2010,"Europe & Central Asia","Lower middle income",1775680,NA,NA,NA,200513,1.63,NA,NA,NA
"6465","Kosovo","KSV",2011,"Europe & Central Asia","Lower middle income",1790957,NA,NA,NA,269000,NA,NA,NA,NA
"6466","Kosovo","KSV",2012,"Europe & Central Asia","Lower middle income",1807106,NA,NA,NA,NA,1.65,NA,NA,NA
"6467","Kuwait","KWT",1960,"Middle East & North Africa","High income",261994,65779,NA,NA,NA,NA,7803.376,0,NA
"6468","Kuwait","KWT",1961,"Middle East & North Africa","High income",294670,71401,NA,NA,NA,NA,9981.574,NA,NA
"6469","Kuwait","KWT",1962,"Middle East & North Africa","High income",335186,78283,NA,NA,NA,NA,14290.299,NA,NA
"6470","Kuwait","KWT",1963,"Middle East & North Africa","High income",381688,85800,NA,NA,NA,NA,17025.881,NA,NA
"6471","Kuwait","KWT",1964,"Middle East & North Africa","High income",431404,93196,NA,NA,NA,NA,25335.303,NA,NA
"6472","Kuwait","KWT",1965,"Middle East & North Africa","High income",482247,99955,NA,NA,NA,NA,35419.553,0,NA
"6473","Kuwait","KWT",1966,"Middle East & North Africa","High income",533633,103788,NA,NA,NA,NA,35151.862,NA,NA
"6474","Kuwait","KWT",1967,"Middle East & North Africa","High income",585968,106481,NA,NA,NA,NA,25441.646,NA,NA
"6475","Kuwait","KWT",1968,"Middle East & North Africa","High income",639328,108009,NA,NA,NA,NA,22442.04,NA,NA
"6476","Kuwait","KWT",1969,"Middle East & North Africa","High income",694069,108390,NA,NA,NA,NA,26831.439,NA,NA
"6477","Kuwait","KWT",1970,"Middle East & North Africa","High income",750423,107603,NA,NA,NA,NA,25041.943,0,NA
"6478","Kuwait","KWT",1971,"Middle East & North Africa","High income",808277,109880,NA,NA,NA,NA,27139.467,NA,NA
"6479","Kuwait","KWT",1972,"Middle East & North Africa","High income",867326,111450,NA,NA,NA,NA,27634.512,NA,NA
"6480","Kuwait","KWT",1973,"Middle East & North Africa","High income",927403,112264,NA,NA,NA,NA,24242.537,NA,NA
"6481","Kuwait","KWT",1974,"Middle East & North Africa","High income",988328,112280,NA,NA,NA,NA,19328.757,NA,NA
"6482","Kuwait","KWT",1975,"Middle East & North Africa","High income",1049988,111467,NA,NA,NA,NA,16827.863,0,NA
"6483","Kuwait","KWT",1976,"Middle East & North Africa","High income",1112107,106057,NA,NA,NA,NA,18474.346,0,NA
"6484","Kuwait","KWT",1977,"Middle East & North Africa","High income",1174713,99348,NA,NA,NA,NA,17220.232,0,NA
"6485","Kuwait","KWT",1978,"Middle East & North Africa","High income",1238353,91363,NA,NA,NA,NA,21000.909,0,NA
"6486","Kuwait","KWT",1979,"Middle East & North Africa","High income",1303795,82118,NA,NA,NA,NA,17667.606,0,NA
"6487","Kuwait","KWT",1980,"Middle East & North Africa","High income",1371494,71578,NA,NA,NA,NA,24675.243,0,NA
"6488","Kuwait","KWT",1981,"Middle East & North Africa","High income",1439561,66142,NA,NA,NA,NA,25214.292,0,NA
"6489","Kuwait","KWT",1982,"Middle East & North Africa","High income",1507059,59833,NA,NA,NA,NA,21169.591,0,NA
"6490","Kuwait","KWT",1983,"Middle East & North Africa","High income",1576266,52739,NA,NA,NA,NA,21609.631,0,NA
"6491","Kuwait","KWT",1984,"Middle East & North Africa","High income",1650388,44914,NA,NA,NA,NA,28367.912,0,NA
"6492","Kuwait","KWT",1985,"Middle East & North Africa","High income",1730441,36287,NA,NA,NA,NA,29159.984,0,NA
"6493","Kuwait","KWT",1986,"Middle East & North Africa","High income",1821560,37939,NA,NA,NA,NA,35320.544,8200,NA
"6494","Kuwait","KWT",1987,"Middle East & North Africa","High income",1919980,39717,NA,NA,NA,NA,31470.194,14300,NA
"6495","Kuwait","KWT",1988,"Middle East & North Africa","High income",2007415,41240,NA,NA,NA,NA,32914.992,17500,NA
"6496","Kuwait","KWT",1989,"Middle East & North Africa","High income",2059222,42012,NA,NA,NA,NA,35885.262,22500,NA
"6497","Kuwait","KWT",1990,"Middle East & North Africa","High income",2059774,41731,NA,2059774,NA,NA,48312.725,20735,0
"6498","Kuwait","KWT",1991,"Middle East & North Africa","High income",1999651,40237,NA,NA,NA,NA,10190.593,43000,NA
"6499","Kuwait","KWT",1992,"Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,21085.25,NA,NA
"6500","Kuwait","KWT",1993,"Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,33274.358,NA,NA
"6501","Kuwait","KWT",1994,"Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,38906.87,NA,NA
"6502","Kuwait","KWT",1995,"Middle East & North Africa","High income",1586123,31040,NA,1586123,NA,NA,54821.65,117609,3218
"6503","Kuwait","KWT",1996,"Middle East & North Africa","High income",1585244,30811,NA,NA,NA,NA,50153.559,151063,13564
"6504","Kuwait","KWT",1997,"Middle East & North Africa","High income",1635999,31578,NA,NA,NA,NA,54920.659,210000,35575
"6505","Kuwait","KWT",1998,"Middle East & North Africa","High income",1722208,33011,NA,NA,NA,0.17,51745.037,250000,52569
"6506","Kuwait","KWT",1999,"Middle East & North Africa","High income",1818405,34612,NA,NA,NA,NA,54022.244,3e+05,86487
"6507","Kuwait","KWT",2000,"Middle East & North Africa","High income",1906231,36028,NA,1906231,NA,0.21,55181.016,476000,128316
"6508","Kuwait","KWT",2001,"Middle East & North Africa","High income",1980604,37168,NA,NA,NA,NA,55122.344,877920,169377
"6509","Kuwait","KWT",2002,"Middle East & North Africa","High income",2048232,38163,NA,NA,NA,0.2,52753.462,1227000,209923
"6510","Kuwait","KWT",2003,"Middle East & North Africa","High income",2116353,39148,NA,NA,947067,NA,61656.938,1420000,474125
"6511","Kuwait","KWT",2004,"Middle East & North Africa","High income",2196466,40336,NA,NA,1024064,0.24,63534.442,1774567,503586
"6512","Kuwait","KWT",2005,"Middle East & North Africa","High income",2296314,41862,NA,2296314,1150873,NA,71546.837,1382084,595345
"6513","Kuwait","KWT",2006,"Middle East & North Africa","High income",2417445,43756,NA,NA,1248320,0.22,73769.039,1179573,696011
"6514","Kuwait","KWT",2007,"Middle East & North Africa","High income",2554920,45912,NA,NA,1320145,NA,75235.839,1426395,889112
"6515","Kuwait","KWT",2008,"Middle East & North Africa","High income",2702221,48208,NA,NA,1403652,0.24,79958.935,1499912,1134933
"6516","Kuwait","KWT",2009,"Middle East & North Africa","High income",2850102,50475,NA,NA,1489303,NA,81869.442,2618413,1447852
"6517","Kuwait","KWT",2010,"Middle East & North Africa","High income",2991580,52592,NA,2991580,1578266,0.23,93695.517,3979145,1836830
"6518","Kuwait","KWT",2011,"Middle East & North Africa","High income",3124705,54532,NA,NA,1683043,NA,NA,4934160,2318531
"6519","Kuwait","KWT",2012,"Middle East & North Africa","High income",3250496,56312,NA,3250496,NA,0.23,NA,5100000,2573684
"6520","Latin America & Caribbean (developing only)","LAC",1960,"","",205744891,106193755,NA,NA,NA,NA,265861.167,0,NA
"6521","Latin America & Caribbean (developing only)","LAC",1961,"","",211668492,107552345,NA,NA,NA,NA,269315.481,NA,NA
"6522","Latin America & Caribbean (developing only)","LAC",1962,"","",217790927,108913608,NA,NA,NA,NA,282058.306,NA,NA
"6523","Latin America & Caribbean (developing only)","LAC",1963,"","",224070313,110251304,NA,NA,NA,NA,287382.79,NA,NA
"6524","Latin America & Caribbean (developing only)","LAC",1964,"","",230447930,111532191,NA,NA,NA,NA,309799.161,NA,NA
"6525","Latin America & Caribbean (developing only)","LAC",1965,"","",236881694,112732918,NA,NA,NA,NA,318904.322,0,NA
"6526","Latin America & Caribbean (developing only)","LAC",1966,"","",243355415,113950341,NA,NA,NA,NA,337382.335,NA,NA
"6527","Latin America & Caribbean (developing only)","LAC",1967,"","",249879289,115087901,NA,NA,NA,NA,363010.998,NA,NA
"6528","Latin America & Caribbean (developing only)","LAC",1968,"","",256474280,116151007,NA,NA,NA,NA,387579.898,NA,NA
"6529","Latin America & Caribbean (developing only)","LAC",1969,"","",263174537,117149434,NA,NA,NA,NA,419768.824,NA,NA
"6530","Latin America & Caribbean (developing only)","LAC",1970,"","",270003983,118088625,NA,NA,NA,NA,459449.431,0,NA
"6531","Latin America & Caribbean (developing only)","LAC",1971,"","",276961783,119044605,NA,NA,NA,NA,481081.064,NA,NA
"6532","Latin America & Caribbean (developing only)","LAC",1972,"","",284036786,119936032,NA,NA,NA,NA,505998.329,NA,NA
"6533","Latin America & Caribbean (developing only)","LAC",1973,"","",291225713,120762270,NA,NA,NA,NA,555249.806,NA,NA
"6534","Latin America & Caribbean (developing only)","LAC",1974,"","",298522361,121522689,NA,NA,NA,NA,591934.474,NA,NA
"6535","Latin America & Caribbean (developing only)","LAC",1975,"","",305919530,122215245,NA,NA,NA,NA,605729.728,0,NA
"6536","Latin America & Caribbean (developing only)","LAC",1976,"","",313418027,122926310,NA,NA,NA,NA,631563.743,0,NA
"6537","Latin America & Caribbean (developing only)","LAC",1977,"","",321009230,123566344,NA,NA,NA,NA,660540.377,0,NA
"6538","Latin America & Caribbean (developing only)","LAC",1978,"","",328670116,124125880,NA,NA,NA,NA,719850.435,0,NA
"6539","Latin America & Caribbean (developing only)","LAC",1979,"","",336371787,124594201,NA,NA,NA,NA,770268.018,0,NA
"6540","Latin America & Caribbean (developing only)","LAC",1980,"","",344092052,124963239,NA,NA,NA,NA,811173.403,0,NA
"6541","Latin America & Caribbean (developing only)","LAC",1981,"","",351813212,125486834,NA,NA,NA,NA,808536.83,0,NA
"6542","Latin America & Caribbean (developing only)","LAC",1982,"","",359545356,125920031,NA,NA,NA,NA,834770.548,0,NA
"6543","Latin America & Caribbean (developing only)","LAC",1983,"","",367292470,126260303,NA,NA,NA,NA,802420.274,0,NA
"6544","Latin America & Caribbean (developing only)","LAC",1984,"","",375067170,126507585,NA,NA,NA,NA,805962.596,0,NA
"6545","Latin America & Caribbean (developing only)","LAC",1985,"","",382874506,126660074,NA,NA,NA,NA,828356.965,0,NA
"6546","Latin America & Caribbean (developing only)","LAC",1986,"","",390714172,126895467,NA,NA,NA,NA,864564.923,0,NA
"6547","Latin America & Caribbean (developing only)","LAC",1987,"","",398573318,127037880,NA,NA,NA,NA,908862.283,0,NA
"6548","Latin America & Caribbean (developing only)","LAC",1988,"","",406447119,127088318,NA,NA,NA,NA,927545.648,3358,NA
"6549","Latin America & Caribbean (developing only)","LAC",1989,"","",414349572,127058895,NA,NA,NA,NA,978692.964,14738,NA
"6550","Latin America & Caribbean (developing only)","LAC",1990,"","",422257077,126941586,NA,279962792,NA,NA,935305.02,89279,0
"6551","Latin America & Caribbean (developing only)","LAC",1991,"","",430165058,126999026,NA,NA,NA,NA,952690.267,224756,NA
"6552","Latin America & Caribbean (developing only)","LAC",1992,"","",438067399,126976311,NA,NA,NA,NA,969004.75,515887,55556
"6553","Latin America & Caribbean (developing only)","LAC",1993,"","",445961841,126870161,NA,NA,NA,NA,1003863.252,943868,125196
"6554","Latin America & Caribbean (developing only)","LAC",1994,"","",453847509,126675995,NA,NA,NA,NA,1045318.687,1950386,211719
"6555","Latin America & Caribbean (developing only)","LAC",1995,"","",461719271,126389038,NA,324641905,NA,0.39,1045956.745,3384694,456302
"6556","Latin America & Caribbean (developing only)","LAC",1996,"","",469585616,126265051,NA,NA,NA,NA,1087056.481,5894710,1331733
"6557","Latin America & Caribbean (developing only)","LAC",1997,"","",477415808,126050331,NA,NA,NA,NA,1143231.254,11822618,2703697
"6558","Latin America & Caribbean (developing only)","LAC",1998,"","",485176821,125739306,NA,NA,NA,0.47,1214440.727,19469884,5622069
"6559","Latin America & Caribbean (developing only)","LAC",1999,"","",492817134,125321615,NA,NA,NA,NA,1236721.419,36593537,9349203
"6560","Latin America & Caribbean (developing only)","LAC",2000,"","",500304988,124793684,NA,370540477,66503108,0.62,1224836.672,58328319,17013528
"6561","Latin America & Caribbean (developing only)","LAC",2001,"","",507634232,124801870,NA,NA,NA,NA,1260248.891,76967633,25831958
"6562","Latin America & Caribbean (developing only)","LAC",2002,"","",514805325,124717486,NA,NA,NA,0.545,1265239.678,92515484,42958320
"6563","Latin America & Caribbean (developing only)","LAC",2003,"","",521830960,124547736,NA,NA,78093024,NA,1286918.982,116007074,55821412
"6564","Latin America & Caribbean (developing only)","LAC",2004,"","",528725135,124298735,NA,NA,76278421,0.69,1309980.745,161761727,73207797
"6565","Latin America & Caribbean (developing only)","LAC",2005,"","",535502703,123976231,NA,414214449,79653762,NA,1377273.862,225261577,85947920
"6566","Latin America & Caribbean (developing only)","LAC",2006,"","",542156081,123764498,NA,NA,86043045,0.89,1395051.478,287169265,109461273
"6567","Latin America & Caribbean (developing only)","LAC",2007,"","",548693634,123486787,NA,NA,96207920,NA,1447610.589,360549886,127221473
"6568","Latin America & Caribbean (developing only)","LAC",2008,"","",555165897,123155184,NA,NA,96749909,0.86,1510000.927,436868006,144112642
"6569","Latin America & Caribbean (developing only)","LAC",2009,"","",561638962,122784148,NA,NA,NA,NA,1459587.011,487747405,171370321
"6570","Latin America & Caribbean (developing only)","LAC",2010,"","",568158111,122382653,NA,453558937,NA,1.03,1553660.229,542622617,194256254
"6571","Latin America & Caribbean (developing only)","LAC",2011,"","",574744408,122164025,NA,NA,NA,NA,NA,596623334,219394557
"6572","Latin America & Caribbean (developing only)","LAC",2012,"","",581379260,121918400,NA,470689089,NA,1.26,NA,628493649,248034176
"6573","Lao PDR","LAO",1960,"East Asia & Pacific","Lower middle income",2119731,1951297,NA,NA,NA,NA,80.674,0,NA
"6574","Lao PDR","LAO",1961,"East Asia & Pacific","Lower middle income",2169035,1995048,NA,NA,NA,NA,113.677,NA,NA
"6575","Lao PDR","LAO",1962,"East Asia & Pacific","Lower middle income",2219669,2039947,NA,NA,NA,NA,132.012,NA,NA
"6576","Lao PDR","LAO",1963,"East Asia & Pacific","Lower middle income",2271735,2086084,NA,NA,NA,NA,146.68,NA,NA
"6577","Lao PDR","LAO",1964,"East Asia & Pacific","Lower middle income",2325343,2133558,NA,NA,NA,NA,172.349,NA,NA
"6578","Lao PDR","LAO",1965,"East Asia & Pacific","Lower middle income",2380603,2182465,NA,NA,NA,NA,179.683,0,NA
"6579","Lao PDR","LAO",1966,"East Asia & Pacific","Lower middle income",2436999,2227822,NA,NA,NA,NA,234.688,NA,NA
"6580","Lao PDR","LAO",1967,"East Asia & Pacific","Lower middle income",2494491,2273883,NA,NA,NA,NA,319.029,NA,NA
"6581","Lao PDR","LAO",1968,"East Asia & Pacific","Lower middle income",2554162,2321626,NA,NA,NA,NA,168.682,NA,NA
"6582","Lao PDR","LAO",1969,"East Asia & Pacific","Lower middle income",2617482,2372365,NA,NA,NA,NA,319.029,NA,NA
"6583","Lao PDR","LAO",1970,"East Asia & Pacific","Lower middle income",2685174,2426726,NA,NA,NA,NA,572.052,0,NA
"6584","Lao PDR","LAO",1971,"East Asia & Pacific","Lower middle income",2758694,2485136,NA,NA,NA,NA,421.705,NA,NA
"6585","Lao PDR","LAO",1972,"East Asia & Pacific","Lower middle income",2836932,2547355,NA,NA,NA,NA,487.711,NA,NA
"6586","Lao PDR","LAO",1973,"East Asia & Pacific","Lower middle income",2915019,2608983,NA,NA,NA,NA,517.047,NA,NA
"6587","Lao PDR","LAO",1974,"East Asia & Pacific","Lower middle income",2986320,2664102,NA,NA,NA,NA,293.36,NA,NA
"6588","Lao PDR","LAO",1975,"East Asia & Pacific","Lower middle income",3046549,2708961,NA,NA,NA,NA,253.023,0,NA
"6589","Lao PDR","LAO",1976,"East Asia & Pacific","Lower middle income",3093537,2742724,NA,NA,NA,NA,223.687,0,NA
"6590","Lao PDR","LAO",1977,"East Asia & Pacific","Lower middle income",3130003,2766941,NA,NA,NA,NA,231.021,0,NA
"6591","Lao PDR","LAO",1978,"East Asia & Pacific","Lower middle income",3162568,2787532,NA,NA,NA,NA,231.021,0,NA
"6592","Lao PDR","LAO",1979,"East Asia & Pacific","Lower middle income",3200598,2812756,NA,NA,NA,NA,223.687,0,NA
"6593","Lao PDR","LAO",1980,"East Asia & Pacific","Lower middle income",3250924,2848557,NA,NA,NA,NA,187.017,0,NA
"6594","Lao PDR","LAO",1981,"East Asia & Pacific","Lower middle income",3315725,2895875,NA,NA,NA,NA,150.347,0,NA
"6595","Lao PDR","LAO",1982,"East Asia & Pacific","Lower middle income",3393250,2953899,NA,NA,NA,NA,157.681,0,NA
"6596","Lao PDR","LAO",1983,"East Asia & Pacific","Lower middle income",3481583,3020858,NA,NA,NA,NA,179.683,0,NA
"6597","Lao PDR","LAO",1984,"East Asia & Pacific","Lower middle income",3577281,3093683,NA,NA,NA,NA,183.35,0,NA
"6598","Lao PDR","LAO",1985,"East Asia & Pacific","Lower middle income",3677692,3170023,NA,NA,NA,NA,201.685,0,NA
"6599","Lao PDR","LAO",1986,"East Asia & Pacific","Lower middle income",3782195,3247748,NA,NA,NA,NA,209.019,0,NA
"6600","Lao PDR","LAO",1987,"East Asia & Pacific","Lower middle income",3891340,3328761,NA,NA,NA,NA,209.019,0,NA
"6601","Lao PDR","LAO",1988,"East Asia & Pacific","Lower middle income",4004881,3412807,NA,NA,NA,NA,209.019,0,NA
"6602","Lao PDR","LAO",1989,"East Asia & Pacific","Lower middle income",4122737,3499775,NA,NA,NA,NA,234.688,0,NA
"6603","Lao PDR","LAO",1990,"East Asia & Pacific","Lower middle income",4244520,3589293,4245,NA,NA,NA,234.688,0,0
"6604","Lao PDR","LAO",1991,"East Asia & Pacific","Lower middle income",4369940,3678388,4370,NA,NA,NA,253.023,0,NA
"6605","Lao PDR","LAO",1992,"East Asia & Pacific","Lower middle income",4497827,3768576,4498,NA,NA,NA,278.692,290,NA
"6606","Lao PDR","LAO",1993,"East Asia & Pacific","Lower middle income",4625861,3857894,4626,NA,NA,NA,278.692,340,NA
"6607","Lao PDR","LAO",1994,"East Asia & Pacific","Lower middle income",4751142,3943932,4751,NA,NA,NA,300.694,625,NA
"6608","Lao PDR","LAO",1995,"East Asia & Pacific","Lower middle income",4871472,4024908,4871,994338,NA,NA,377.701,1539,NA
"6609","Lao PDR","LAO",1996,"East Asia & Pacific","Lower middle income",4986592,4074155,4987,NA,NA,NA,506.046,3790,NA
"6610","Lao PDR","LAO",1997,"East Asia & Pacific","Lower middle income",5096724,4117256,5097,NA,NA,NA,638.058,4915,NA
"6611","Lao PDR","LAO",1998,"East Asia & Pacific","Lower middle income",5200898,4153572,5201,NA,NA,0.31,718.732,6453,502
"6612","Lao PDR","LAO",1999,"East Asia & Pacific","Lower middle income",5298146,4182505,5298,NA,NA,NA,957.087,12078,2002
"6613","Lao PDR","LAO",2000,"East Asia & Pacific","Lower middle income",5388281,4204098,5388,1506076,238148,0.41,971.755,12681,5983
"6614","Lao PDR","LAO",2001,"East Asia & Pacific","Lower middle income",5470169,4208814,5470,NA,273058,NA,902.082,29545,9937
"6615","Lao PDR","LAO",2002,"East Asia & Pacific","Lower middle income",5545245,4206590,5545,NA,317782,0.36,1177.107,55160,14856
"6616","Lao PDR","LAO",2003,"East Asia & Pacific","Lower middle income",5619069,4201805,11238,NA,NA,NA,1129.436,112275,18763
"6617","Lao PDR","LAO",2004,"East Asia & Pacific","Lower middle income",5699112,4200006,11398,NA,NA,0.54,1422.796,204191,20599
"6618","Lao PDR","LAO",2005,"East Asia & Pacific","Lower middle income",5790646,4204820,11581,2515688,NA,NA,1433.797,657528,49241
"6619","Lao PDR","LAO",2006,"East Asia & Pacific","Lower middle income",5895930,4213644,11792,NA,NA,0.86,1580.477,1009565,68976
"6620","Lao PDR","LAO",2007,"East Asia & Pacific","Lower middle income",6013278,4228537,12027,NA,129986,NA,1668.485,1478409,98618
"6621","Lao PDR","LAO",2008,"East Asia & Pacific","Lower middle income",6139127,4246618,18417,NA,NA,0.92,1741.825,2022133,217939
"6622","Lao PDR","LAO",2009,"East Asia & Pacific","Lower middle income",6267968,4263848,18804,NA,NA,NA,1811.498,3234642,376078
"6623","Lao PDR","LAO",2010,"East Asia & Pacific","Lower middle income",6395713,4277389,19187,3752104,NA,1.26,1873.837,4003395,447700
"6624","Lao PDR","LAO",2011,"East Asia & Pacific","Lower middle income",6521314,4289564,19564,NA,NA,NA,NA,5480851,586918
"6625","Lao PDR","LAO",2012,"East Asia & Pacific","Lower middle income",6645827,4298268,19937,4294224,NA,1.33,NA,4300000,714272
"6626","Lebanon","LBN",1960,"Middle East & North Africa","Upper middle income",1804927,1040667,NA,NA,NA,NA,2548.565,0,NA
"6627","Lebanon","LBN",1961,"Middle East & North Africa","Upper middle income",1864605,1043034,NA,NA,NA,NA,2651.241,NA,NA
"6628","Lebanon","LBN",1962,"Middle East & North Africa","Upper middle income",1925276,1043888,NA,NA,NA,NA,2827.257,NA,NA
"6629","Lebanon","LBN",1963,"Middle East & North Africa","Upper middle income",1984982,1042151,NA,NA,NA,NA,3003.273,NA,NA
"6630","Lebanon","LBN",1964,"Middle East & North Africa","Upper middle income",2041212,1036597,NA,NA,NA,NA,3263.63,NA,NA
"6631","Lebanon","LBN",1965,"Middle East & North Africa","Upper middle income",2092354,1026613,NA,NA,NA,NA,3303.967,0,NA
"6632","Lebanon","LBN",1966,"Middle East & North Africa","Upper middle income",2136640,1011849,NA,NA,NA,NA,3578.992,NA,NA
"6633","Lebanon","LBN",1967,"Middle East & North Africa","Upper middle income",2174850,992797,NA,NA,NA,NA,3512.986,NA,NA
"6634","Lebanon","LBN",1968,"Middle East & North Africa","Upper middle income",2210965,971520,NA,NA,NA,NA,3630.33,NA,NA
"6635","Lebanon","LBN",1969,"Middle East & North Africa","Upper middle income",2250609,950500,NA,NA,NA,NA,4250.053,NA,NA
"6636","Lebanon","LBN",1970,"Middle East & North Africa","Upper middle income",2297403,931023,NA,NA,NA,NA,3905.355,0,NA
"6637","Lebanon","LBN",1971,"Middle East & North Africa","Upper middle income",2353569,918466,NA,NA,NA,NA,5317.15,NA,NA
"6638","Lebanon","LBN",1972,"Middle East & North Africa","Upper middle income",2416743,906854,NA,NA,NA,NA,5713.186,NA,NA
"6639","Lebanon","LBN",1973,"Middle East & North Africa","Upper middle income",2480426,893529,NA,NA,NA,NA,7161.651,NA,NA
"6640","Lebanon","LBN",1974,"Middle East & North Africa","Upper middle income",2535503,875322,NA,NA,NA,NA,7220.323,NA,NA
"6641","Lebanon","LBN",1975,"Middle East & North Africa","Upper middle income",2575693,850545,NA,NA,NA,NA,6431.918,0,NA
"6642","Lebanon","LBN",1976,"Middle East & North Africa","Upper middle income",2598362,823244,NA,NA,NA,NA,6123.89,0,NA
"6643","Lebanon","LBN",1977,"Middle East & North Africa","Upper middle income",2606224,790843,NA,NA,NA,NA,5570.173,0,NA
"6644","Lebanon","LBN",1978,"Middle East & North Africa","Upper middle income",2604875,755560,NA,NA,NA,NA,5713.186,0,NA
"6645","Lebanon","LBN",1979,"Middle East & North Africa","Upper middle income",2602573,720049,NA,NA,NA,NA,6153.226,0,NA
"6646","Lebanon","LBN",1980,"Middle East & North Africa","Upper middle income",2605294,685922,NA,NA,NA,NA,6178.895,0,NA
"6647","Lebanon","LBN",1981,"Middle East & North Africa","Upper middle income",2615753,658594,NA,NA,NA,NA,6351.244,0,NA
"6648","Lebanon","LBN",1982,"Middle East & North Africa","Upper middle income",2632281,632484,NA,NA,NA,NA,6112.889,0,NA
"6649","Lebanon","LBN",1983,"Middle East & North Africa","Upper middle income",2651295,606563,NA,NA,NA,NA,7319.332,0,NA
"6650","Lebanon","LBN",1984,"Middle East & North Africa","Upper middle income",2667229,579536,NA,NA,NA,NA,7051.641,0,NA
"6651","Lebanon","LBN",1985,"Middle East & North Africa","Upper middle income",2676593,550789,NA,NA,NA,NA,8056.399,0,NA
"6652","Lebanon","LBN",1986,"Middle East & North Africa","Upper middle income",2677290,531131,NA,NA,NA,NA,7759.372,0,NA
"6653","Lebanon","LBN",1987,"Middle East & North Africa","Upper middle income",2672182,510355,NA,NA,NA,NA,7964.724,0,NA
"6654","Lebanon","LBN",1988,"Middle East & North Africa","Upper middle income",2668593,489932,NA,NA,NA,NA,7656.696,0,NA
"6655","Lebanon","LBN",1989,"Middle East & North Africa","Upper middle income",2676615,471609,NA,NA,NA,NA,8049.065,0,NA
"6656","Lebanon","LBN",1990,"Middle East & North Africa","Upper middle income",2703019,456270,NA,NA,NA,NA,9097.827,0,0
"6657","Lebanon","LBN",1991,"Middle East & North Africa","Upper middle income",2752473,455259,NA,NA,NA,NA,9497.53,0,NA
"6658","Lebanon","LBN",1992,"Middle East & North Africa","Upper middle income",2821868,457143,NA,NA,NA,NA,11356.699,0,NA
"6659","Lebanon","LBN",1993,"Middle East & North Africa","Upper middle income",2900862,460077,NA,NA,NA,NA,11657.393,0,NA
"6660","Lebanon","LBN",1994,"Middle East & North Africa","Upper middle income",2974647,461665,NA,NA,NA,NA,12742.825,0,NA
"6661","Lebanon","LBN",1995,"Middle East & North Africa","Upper middle income",3033406,460471,NA,2973545,NA,NA,13619.238,120000,2172
"6662","Lebanon","LBN",1996,"Middle East & North Africa","Upper middle income",3070984,458928,NA,NA,NA,NA,13798.921,198000,4305
"6663","Lebanon","LBN",1997,"Middle East & North Africa","Upper middle income",3092718,454877,NA,NA,NA,NA,15647.089,373900,38383
"6664","Lebanon","LBN",1998,"Middle East & North Africa","Upper middle income",3114014,450660,NA,NA,NA,0.35,16178.804,505300,84774
"6665","Lebanon","LBN",1999,"Middle East & North Africa","Upper middle income",3156706,449389,NA,NA,NA,NA,16600.509,627000,169730
"6666","Lebanon","LBN",2000,"Middle East & North Africa","Upper middle income",3235380,452953,NA,3176496,NA,0.53,15353.729,743000,257301
"6667","Lebanon","LBN",2001,"Middle East & North Africa","Upper middle income",3357600,466236,NA,NA,NA,NA,16208.14,766754,227753
"6668","Lebanon","LBN",2002,"Middle East & North Africa","Upper middle income",3515604,484169,NA,NA,NA,0.65,16039.458,775104,246092
"6669","Lebanon","LBN",2003,"Middle East & North Africa","Upper middle income",3690110,503995,NA,NA,NA,NA,18221.323,795460,295209
"6670","Lebanon","LBN",2004,"Middle East & North Africa","Upper middle income",3853582,521929,NA,NA,NA,0.71,16835.197,884445,346822
"6671","Lebanon","LBN",2005,"Middle East & North Africa","Upper middle income",3986865,535436,NA,3917258,NA,NA,16244.81,993557,404268
"6672","Lebanon","LBN",2006,"Middle East & North Africa","Upper middle income",4079823,543302,NA,NA,NA,0.74,14499.318,1106431,611973
"6673","Lebanon","LBN",2007,"Middle East & North Africa","Upper middle income",4139813,546604,NA,NA,NA,NA,14972.361,1260000,775801
"6674","Lebanon","LBN",2008,"Middle East & North Africa","Upper middle income",4186088,547976,NA,NA,NA,0.76,16655.514,1427000,943126
"6675","Lebanon","LBN",2009,"Middle East & North Africa","Upper middle income",4246924,551132,NA,NA,NA,NA,20916.568,2390317,1280023
"6676","Lebanon","LBN",2010,"Middle East & North Africa","Upper middle income",4341092,558438,NA,NA,NA,1.13,20403.188,2863664,1896189
"6677","Lebanon","LBN",2011,"Middle East & North Africa","Upper middle income",4382790,558902,NA,NA,NA,NA,NA,3383076,2279051
"6678","Lebanon","LBN",2012,"Middle East & North Africa","Upper middle income",4424888,559324,NA,NA,NA,1.11,NA,3575623,2710234
